100654,12346,2010
100663,40790,2010
100690,2194,2010
100706,18204,2010
100724,13250,2010
100751,61226,2010
100760,6846,2010
100812,9836,2010
100830,14454,2010
100858,52928,2010
100937,3222,2010
101028,5474,2010
101073,1456,2010
101116,2146,2010
101143,8224,2010
101161,13114,2010
101189,8150,2010
101240,20038,2010
101286,13682,2010
101295,17516,2010
101301,6458,2010
101365,1432,2010
101435,2466,2010
101453,248,2010
101462,4136,2010
101471,2106,2010
101480,22758,2010
101499,4256,2010
101505,27776,2010
101514,33434,2010
101541,684,2010
101569,13274,2010
101587,12780,2010
101602,5144,2010
101648,1096,2010
101675,4178,2010
101693,3968,2010
101709,6986,2010
101736,12524,2010
101879,17370,2010
101897,9314,2010
101912,4018,2010
101949,4132,2010
101958,266,2010
101994,2222,2010
102030,11822,2010
102049,10290,2010
102058,1134,2010
102067,19378,2010
102076,6774,2010
102094,34744,2010
102234,3498,2010
102261,478,2010
102270,2370,2010
102298,1560,2010
102313,5164,2010
102368,76080,2010
102377,7666,2010
102395,2158,2010
102429,13248,2010
102553,55818,2010
102580,74,2010
102614,31328,2010
102632,12872,2010
102669,1778,2010
102711,2206,2010
102845,7312,2010
103361,4530,2010
103501,1110,2010
103644,24490,2010
103723,3712,2010
103732,346,2010
103741,780,2010
103778,2974,2010
103787,204,2010
103811,3126,2010
103893,3636,2010
103909,3930,2010
103927,2786,2010
103945,698,2010
103954,250,2010
103963,5104,2010
104090,5376,2010
104151,152876,2010
104160,24906,2010
104179,85566,2010
104188,666,2010
104294,808,2010
104346,30058,2010
104364,2306,2010
104391,180,2010
104425,29266,2010
104434,216,2010
104443,610,2010
104504,618,2010
104531,7020,2010
104568,850,2010
104577,20494,2010
104586,3564,2010
104665,62,2010
104708,64756,2010
104717,106036,2010
104805,3524,2010
104911,594,2010
104984,1522,2010
105118,2092,2010
105127,308,2010
105145,28318,2010
105154,83518,2010
105163,1792,2010
105172,2788,2010
105206,19244,2010
105215,6656,2010
105297,5658,2010
105330,51626,2010
105349,18946,2010
105367,5764,2010
105428,40494,2010
105482,496,2010
105516,16268,2010
105525,122024,2010
105534,4762,2010
105543,3590,2010
105589,2920,2010
105659,2228,2010
105668,105268,2010
105677,122,2010
105701,226,2010
105747,34984,2010
105792,18980,2010
105899,870,2010
105987,2166,2010
106041,6178,2010
106102,9626,2010
106111,988,2010
106148,26876,2010
106245,33156,2010
106263,6504,2010
106281,158,2010
106306,2096,2010
106315,108,2010
106324,128,2010
106342,1300,2010
106351,364,2010
106360,110,2010
106397,45380,2010
106412,8516,2010
106449,13690,2010
106458,32576,2010
106467,21836,2010
106485,9008,2010
106494,194,2010
106546,2398,2010
106607,200,2010
106625,6928,2010
106704,27532,2010
106713,1640,2010
106795,4522,2010
106810,360,2010
106829,686,2010
106883,4584,2010
106892,946,2010
106908,668,2010
106980,10244,2010
106999,4630,2010
107044,14796,2010
107071,8926,2010
107080,2966,2010
107099,230,2010
107123,144,2010
107141,4862,2010
107211,76,2010
107220,1216,2010
107275,74,2010
107293,256,2010
107318,7612,2010
107327,6336,2010
107363,204,2010
107442,214,2010
107460,6442,2010
107488,634,2010
107512,3056,2010
107521,4162,2010
107549,3784,2010
107558,1318,2010
107585,6576,2010
107600,1472,2010
107619,6040,2010
107637,8144,2010
107655,112,2010
107664,30370,2010
107725,4458,2010
107743,3190,2010
107789,258,2010
107831,350,2010
107877,1418,2010
107974,5174,2010
107983,7836,2010
107992,7502,2010
108065,58,2010
108092,18172,2010
108199,32814,2010
108232,42098,2010
108250,3066,2010
108269,244,2010
108348,188,2010
108649,616,2010
108667,25472,2010
108807,35934,2010
108852,416,2010
108861,188,2010
108870,676,2010
108977,100,2010
109013,186,2010
109040,4272,2010
109086,270,2010
109208,111288,2010
109332,2012,2010
109350,41308,2010
109651,4270,2010
109721,2126,2010
109730,252,2010
109785,21116,2010
109819,56262,2010
109891,66,2010
109907,16822,2010
109934,754,2010
110051,1208,2010
110060,606,2010
110097,13316,2010
110185,2840,2010
110194,758,2010
110219,2222,2010
110246,36870,2010
110307,672,2010
110316,2966,2010
110334,43754,2010
110361,9868,2010
110370,3686,2010
110398,2752,2010
110404,4488,2010
110413,8954,2010
110422,40388,2010
110468,9312,2010
110486,19152,2010
110495,18068,2010
110510,39458,2010
110529,46434,2010
110538,35784,2010
110547,31848,2010
110556,43510,2010
110565,77102,2010
110574,33758,2010
110583,74582,2010
110592,47030,2010
110608,76056,2010
110617,61746,2010
110635,77940,2010
110644,67026,2010
110653,58474,2010
110662,82976,2010
110671,41790,2010
110680,61594,2010
110699,6332,2010
110705,49404,2010
110714,36592,2010
110778,1100,2010
110875,276,2010
110918,60,2010
110945,3858,2010
111009,2652,2010
111054,458,2010
111081,2830,2010
111188,1672,2010
111391,2072,2010
111434,23194,2010
111461,71382,2010
111513,758,2010
111638,1694,2010
111708,884,2010
111717,2134,2010
111726,1060,2010
111744,688,2010
111762,444,2010
111771,702,2010
111799,690,2010
111887,62960,2010
111896,22332,2010
111920,46020,2010
111939,58114,2010
111948,13866,2010
111966,608,2010
112075,6982,2010
112084,968,2010
112127,192,2010
112172,34670,2010
112190,98362,2010
112251,5034,2010
112260,2536,2010
112288,1190,2010
112312,822,2010
112367,5172,2010
112385,37040,2010
112394,482,2010
112446,1958,2010
112455,272,2010
112525,5562,2010
112561,12488,2010
112570,824,2010
112686,25552,2010
112783,2166,2010
112826,26074,2010
113096,48098,2010
113111,17058,2010
113193,34154,2010
113218,30864,2010
113227,582,2010
113236,44640,2010
113333,81812,2010
113397,1552,2010
113449,590,2010
113537,88,2010
113573,26308,2010
113582,786,2010
113607,33108,2010
113634,68846,2010
113698,4740,2010
113704,180,2010
113856,121302,2010
113908,2378,2010
113953,17642,2010
113980,79434,2010
114044,240,2010
114062,616,2010
114071,1400,2010
114080,1272,2010
114114,418,2010
114123,1846,2010
114266,36666,2010
114354,11850,2010
114372,364,2010
114390,2434,2010
114415,1198,2010
114433,7610,2010
114460,794,2010
114549,4352,2010
114585,714,2010
114628,316,2010
114716,66258,2010
114734,136,2010
114761,250,2010
114789,70800,2010
114813,8634,2010
114840,8940,2010
114859,64960,2010
114895,434,2010
114938,32982,2010
114947,7740,2010
115001,49208,2010
115010,822,2010
115083,9912,2010
115126,41600,2010
115214,524,2010
115296,62198,2010
115357,112,2010
115393,33674,2010
115409,1536,2010
115454,3776,2010
115472,5246,2010
115490,4618,2010
115515,4148,2010
115533,4934,2010
115658,516,2010
115728,2766,2010
115746,1444,2010
115755,16474,2010
115773,2582,2010
115861,22692,2010
115931,1812,2010
116040,3524,2010
116226,1020,2010
116350,298,2010
116439,48008,2010
116466,5232,2010
116475,3406,2010
116484,3994,2010
116563,384,2010
116624,312,2010
116712,4078,2010
116846,514,2010
117052,43172,2010
117104,1204,2010
117113,5752,2010
117140,19466,2010
117168,888,2010
117195,12984,2010
117238,438,2010
117247,45178,2010
117274,9786,2010
117520,898,2010
117557,1324,2010
117575,500,2010
117627,5190,2010
117636,10028,2010
117645,79838,2010
117672,1068,2010
117690,30464,2010
117706,64084,2010
117715,24506,2010
117724,49554,2010
117733,59362,2010
117751,3338,2010
117788,62268,2010
117803,788,2010
117867,33320,2010
117894,33212,2010
117928,4184,2010
117946,19868,2010
117955,526,2010
118116,362,2010
118125,298,2010
118134,524,2010
118143,228,2010
118161,364,2010
118189,470,2010
118198,1824,2010
118259,2422,2010
118277,4378,2010
118286,4146,2010
118347,22222,2010
118356,7946,2010
118541,1324,2010
118684,14756,2010
118693,1408,2010
118709,332,2010
118718,29920,2010
118772,24804,2010
118888,3270,2010
118912,42320,2010
118921,1284,2010
118930,35230,2010
118958,180,2010
118967,3796,2010
118976,49882,2010
118994,102,2010
119058,1894,2010
119067,33204,2010
119137,50116,2010
119164,77482,2010
119173,5908,2010
119216,47920,2010
119234,538,2010
119270,4616,2010
119331,21348,2010
119340,2180,2010
119359,3656,2010
119368,2242,2010
119438,2202,2010
119456,3360,2010
119465,2658,2010
119508,4288,2010
119544,1472,2010
119553,1518,2010
119605,54664,2010
119678,7708,2010
119775,1430,2010
119845,670,2010
119951,1162,2010
120069,1004,2010
120078,1776,2010
120087,546,2010
120166,3006,2010
120184,4028,2010
120254,4128,2010
120272,392,2010
120290,34998,2010
120342,66606,2010
120403,2598,2010
120421,26770,2010
120537,2578,2010
120661,1918,2010
120698,1148,2010
120740,346,2010
120768,1430,2010
120795,426,2010
120838,482,2010
120865,3360,2010
120883,13948,2010
120944,722,2010
120953,11244,2010
120971,81794,2010
121008,748,2010
121017,978,2010
121044,75304,2010
121071,2858,2010
121150,16952,2010
121257,2138,2010
121275,646,2010
121309,8460,2010
121345,3140,2010
121363,13106,2010
121381,2698,2010
121433,462,2010
121619,97104,2010
121628,230,2010
121637,158,2010
121691,10602,2010
121707,22354,2010
121859,504,2010
121868,250,2010
121877,408,2010
121886,72544,2010
121901,109502,2010
121983,2448,2010
121992,554,2010
122117,466,2010
122180,81572,2010
122205,72360,2010
122296,3568,2010
122339,60020,2010
