100654,70373330,116267000,81817807,0,2011
100663,873280249,1171668911,2339292264,25462114,2011
100706,131568438,129274908,267736680,1874555,2011
100724,131685062,262888167,136240954,7695826,2011
100733,5223582,2220512,14041491,0,2011
100751,450286767,1089231555,1614638164,63781628,2011
100760,12737432,10106770,25674983,2108167,2011
100812,17074365,22925383,30351763,0,2011
100830,16498223,77894493,53801659,39694,2011
100858,253920342,1056576025,1381618581,49313513,2011
101028,8729253,10579578,18064172,144362,2011
101143,17116140,10672636,26363375,0,2011
101161,28333343,26209297,33122026,0,2011
101240,41533179,37672484,61389450,1042374,2011
101286,32905521,13211815,47833848,0,2011
101295,28022053,32566382,90604601,1936364,2011
101301,15094576,2086135,41536839,2718904,2011
101462,7286017,4306732,10575316,0,2011
101471,4663369,771806,7008175,0,2011
101480,79088530,116875958,83517403,0,2011
101499,7540083,2068524,13564841,310207,2011
101505,33925665,67751506,44811953,50474,2011
101514,46638039,43438365,72613348,0,2011
101569,18181355,20138635,29331086,51709,2011
101587,54151494,41845690,42654238,0,2011
101602,11225195,7387267,18244292,34373,2011
101648,4149064,3957750,19744792,0,2011
101709,34876825,35965518,55600137,42646,2011
101736,14559954,7048456,31116417,0,2011
101879,56417019,64732813,96492173,3613666,2011
101897,8778150,8313560,22248162,0,2011
101949,8278728,4529579,17029661,126652,2011
101994,3680038,3480555,4631235,0,2011
102030,17115914,12640233,35335571,0,2011
102067,20212991,16583058,69869747,0,2011
102076,3864671,14076720,22840497,411665,2011
102094,294519000,503301000,416896000,26677000,2011
102313,17273325,10856593,19462209,0,2011
102368,149394082,178608995,265619878,6082191,2011
102429,22668440,20932651,56788445,64511,2011
102553,46105156,62254576,351759866,34739496,2011
102614,71527152,90665882,468383153,73743806,2011
102632,9459696,13742484,61415921,4227071,2011
102711,,,,2000000,2011
103361,954628,336494,18056058,4218217,2011
103529,93531158,123435653,223006702,280256,2011
104151,442181000,1306429000,1130440000,24383000,2011
104160,49354056,83361520,57897763,6225,2011
104179,295369000,1385180000,1069087000,24258000,2011
104346,73913480,64541310,92314297,0,2011
104425,22131817,29342278,52980436,0,2011
104577,42858107,3344020,78312454,0,2011
104708,,,,89152,2011
105136,490914582,860986370,763604262,2316,2011
105145,,,,133655,2011
105154,,,,34902,2011
105206,11863791,6944742,22787108,0,2011
105297,37377835,14761550,60451631,6918220,2011
105330,227942153,527890628,417896760,9313598,2011
105349,35836165,1828409,66416592,0,2011
105428,,,,1032,2011
105525,123488763,28640412,216959372,41463,2011
105668,,,,100,2011
105747,,,,75232,2011
105792,,,,450,2011
106148,31329194,66200467,76587228,0,2011
106245,65359260,118210559,191189006,1890146,2011
106263,321028000,496710000,731413000,17237000,2011
106397,240476483,684163415,652202638,7948414,2011
106412,26661717,29561616,95372964,2186957,2011
106449,12298383,39908174,37868931,135909,2011
106458,44070779,148284363,201894484,18209738,2011
106467,42359992,69703119,92083743,1283955,2011
106485,8644970,16676395,41290476,2800583,2011
106625,6498306,4770646,36218546,378158,2011
106704,24786844,126017612,98263585,798789,2011
106795,3294732,6746000,12203427,225249,2011
106829,,,,74307,2011
106883,4481932,4471573,20219712,123090,2011
106980,9173397,15123306,19363446,175760,2011
106999,4150843,4821346,15799620,379534,2011
107071,12770578,38677906,41137133,2066702,2011
107318,6619901,23406545,36365762,212002,2011
107327,8081985,6258643,23607416,150000,2011
107460,4189308,5328709,18972973,218346,2011
107488,,,,0,2011
107521,3046736,3232388,3648858,122596,2011
107549,4536846,3861735,10236402,227728,2011
107585,4623472,4807789,14749202,289800,2011
107619,8434737,14160670,18780581,3493110,2011
107637,7819591,3594994,24452986,687274,2011
107664,22207509,50918430,39821099,1803112,2011
107725,3894046,7330181,11352975,574000,2011
107743,5297369,1887400,12020974,207970,2011
107974,8613896,5041423,22619506,316369,2011
107983,10292930,48872813,42231946,3155174,2011
107992,8060312,2370139,20887835,1751691,2011
108056,45994149,19566445,31249743,0,2011
108092,13815583,92040482,80296847,1339727,2011
108667,,,,0,2011
108807,89389872,105885915,95344840,4861103,2011
109208,,,,4323203,2011
109350,70776927,191862963,54019270,24695981,2011
109819,134429948,336365837,171552684,6370067,2011
109907,20911549,3311461,44982537,13482388,2011
110246,62639429,120157418,147648736,4755303,2011
110334,63090448,211066990,101465425,1825312,2011
110398,17721623,47138283,143669146,1031319,2011
110422,104593241,519321692,477619138,101470143,2011
110486,58303405,44863127,117426823,513547,2011
110495,43786854,58073643,127019755,663994,2011
110501,240423529,1287637737,-492478582,-161472178,2011
110510,85446553,157196562,296149215,442513,2011
110529,134125013,233879778,366262566,4950568,2011
110538,108799533,187969681,216308849,2930315,2011
110547,68930930,60292775,186189852,477345,2011
110556,103547127,132541131,270790433,2298554,2011
110565,181677820,430149125,426816787,1922592,2011
110574,76464117,157365684,169828099,2195829,2011
110583,183627281,223322177,471915212,4320944,2011
110592,113631592,124808452,306627430,5683745,2011
110608,209697074,260304989,484773955,6495041,2011
110617,152327359,296086762,279773873,3932247,2011
110635,,,,312636000,2011
110644,,,,81453000,2011
110653,,,,52242000,2011
110662,,,,172482000,2011
110671,,,,23063000,2011
110680,,,,189858000,2011
110699,,,,564498000,2011
110705,,,,10735000,2011
110714,,,,103952000,2011
111188,22355532,22471696,66873159,467648,2011
111434,46245683,129862434,25431372,1866259,2011
111461,62387723,221106601,80715936,7019758,2011
111887,100617607,161843640,70977346,3399133,2011
111896,,,,1589969,2011
111920,26075607,372699837,49669964,232073,2011
111939,68214671,195278239,176591895,7379738,2011
112172,41906556,93836022,69933426,6672749,2011
112190,75741065,492918657,183686035,64650983,2011
112367,,,,3127628,2011
112376,10322817,37587101,13486222,1918917,2011
112385,18140402,66052230,23699489,3372134,2011
112561,,,,0,2011
112686,34783887,84716956,26983355,1892538,2011
112817,190695877,315144125,189476017,331301,2011
112826,,,,275777,2011
113096,,,,2006146,2011
113111,,,,5041146,2011
113193,37978892,50299191,102305365,6264511,2011
113218,,,,1194541,2011
113236,,,,746328,2011
113573,76200626,330753149,138826714,0,2011
113634,,,,409179,2011
113856,,,,7787054,2011
113953,,,,0,2011
113980,135014298,218971876,113332839,2290516,2011
114266,,,,6903142,2011
114433,5888890,4371765,14977216,373120,2011
114716,49158603,316172644,39680607,14244989,2011
114789,41829196,77184045,90526546,1603963,2011
114831,122896507,790431610,99201518,35612475,2011
114859,,,,1270774,2011
114938,6906693,108965698,18618560,4614420,2011
115001,37233224,100666645,70940904,301674,2011
115126,31844859,115952448,41603646,5919666,2011
115287,85933119,250700842,119472241,441787,2011
115296,,,,2379697,2011
115393,25115252,145270322,75567486,1043899,2011
115755,50811867,98656794,191594890,988382,2011
115861,49339900,102990714,-7169825,0,2011
116439,,,,4540313,2011
117052,24693032,56360616,145413586,102143,2011
117195,4468223,3121097,31097760,283541,2011
117247,,,,0,2011
117274,5120675,3451307,7439953,0,2011
117645,151700623,420310848,46241422,4606019,2011
117681,421124203,3997759224,757974176,0,2011
117690,,,,2834764,2011
117706,,,,5426492,2011
117715,,,,2072989,2011
117724,,,,3848988,2011
117733,,,,5018014,2011
117788,,,,5521275,2011
117803,,,,0,2011
117867,,,,2800350,2011
117894,,,,790968,2011
117900,264198554,404926960,435899402,15523182,2011
118347,17091499,204647075,44904402,7883969,2011
118684,6863232,38704675,34187315,19092,2011
118718,29143836,61164618,88921067,2000829,2011
118772,,,,0,2011
118912,31422876,13500247,112376528,1818419,2011
118930,,,,3956717,2011
118976,,,,0,2011
119067,85017119,150174566,60854656,194540,2011
119137,,,,2172421,2011
119164,117855188,270634800,173303878,24783570,2011
119216,23355113,25971085,69962645,1855617,2011
119331,14388320,157412784,14962415,2428637,2011
120023,158588864,299664469,256066285,0,2011
120290,23057928,154852142,73986180,7812154,2011
120342,54389892,198042676,71057556,10110580,2011
120421,,,,770092,2011
120953,22560165,42774965,50054589,7670099,2011
120971,269005159,357383697,144836081,30408788,2011
121044,169733235,166459644,185033025,1797129,2011
121178,432851361,722894118,71868955,0,2011
121363,,,,1508826,2011
121619,,,,12480121,2011
121707,14240687,37457745,51410212,8725047,2011
121886,142733750,221852715,94501962,3487272,2011
121901,214602119,300845170,216986120,30377255,2011
122180,,,,3037075,2011
122205,,,,7905009,2011
122320,24916056,133564338,59012001,0,2011
122339,37975294,203569337,89941928,0,2011
122375,32544516,174457255,77079496,0,2011
122384,16991201,91082575,40242516,0,2011
122409,215593974,209752806,442405743,5541364,2011
122597,177803586,351629587,416951887,9728902,2011
122658,39422742,223445479,105662667,25813819,2011
122737,26646892,322379600,77783185,3905866,2011
122746,,,,6936859,2011
122755,204727042,376456613,247881677,1235995,2011
122782,45394872,127473273,24963496,1831924,2011
122791,107229604,301111293,58967580,4327284,2011
122889,84795493,66643958,131592921,1254572,2011
122977,231850762,462824417,131101526,35346196,2011
123013,67305881,245379388,189629575,15088409,2011
123217,59343608,120311527,92138894,20157172,2011
123299,20505644,63930463,35215416,390585,2011
123341,27735228,105439784,85500893,3971951,2011
123484,7857052,32025540,8778628,0,2011
123493,,,,0,2011
123509,75584932,212249936,41565579,3050253,2011
123527,,,,20034312,2011
123563,46653640,140852178,31434495,419158,2011
123572,70088782,197244869,172843479,7294387,2011
123800,34826210,277408084,69726216,0,2011
123925,10229454,3036796,22809688,53410,2011
124113,71557893,78401624,44607185,2996802,2011
124557,9358864000,30047869000,19764772000,257625000,2011
125019,195281293,358314096,350209588,0,2011
125028,,,,187853,2011
125091,86871000,159266000,68249000,6005610,2011
125170,,,,0,2011
125222,225571116,316606669,116256876,5048101,2011
125301,,,,0,2011
125462,,,,5158796,2011
125471,,,,3285970,2011
126100,42050211,363460989,117418597,15688985,2011
126119,14081097,97669670,32540855,27619,2011
126182,35077726,72277420,65079900,16515,2011
126207,45202031,27484784,96997545,10000,2011
126289,30564772,10529898,42716749,731258,2011
126562,628198222,828897927,940324776,19681926,2011
126580,69371728,135321693,178041985,7426010,2011
126614,737362379,834461672,1219892764,40516047,2011
126711,81321587,38159940,172622471,0,2011
126748,4800496,11151255,33581480,13230597,2011
126775,82071841,214924899,196579816,15029797,2011
126818,401949231,669356406,728226515,16794682,2011
126863,19665671,6877989,18948405,100000,2011
126915,,,,193094,2011
126942,37933350,37045641,31863524,0,2011
127158,,,,0,2011
127185,29095834,63363430,124263354,7113544,2011
127200,78582920,21539287,121211757,6280109,2011
127389,4045649,4199923,12944319,42178,2011
127556,32619663,159945020,161186594,3026784,2011
127565,72599011,105609953,64925056,0,2011
127617,7788872,1842620,17784240,1520803,2011
127732,9598129,12663789,21257438,1228771,2011
127741,76763602,163192280,176170828,2125498,2011
127778,17836810,5478385,23038513,1644691,2011
127820,47814949,21789914,51938773,191515,2011
127884,20815104,22184216,44364639,420715,2011
127909,40648545,11298604,44629122,62955,2011
128106,24696672,79910967,90228872,12269706,2011
128151,,,,395359,2011
128258,10762016,4392089,22217660,702198,2011
