100654,12776,2011
100663,41294,2011
100690,2124,2011
100706,17952,2011
100724,13034,2011
100751,67362,2011
100760,6822,2011
100812,9564,2011
100830,14238,2011
100858,53680,2011
100937,3188,2011
101028,5050,2011
101073,1548,2011
101116,2706,2011
101143,8206,2011
101161,13692,2011
101189,7922,2011
101240,19898,2011
101277,104,2011
101286,13984,2011
101295,17010,2011
101301,6770,2011
101365,1510,2011
101435,2630,2011
101453,218,2011
101462,4636,2011
101471,2014,2011
101480,22788,2011
101499,3912,2011
101505,29712,2011
101514,35254,2011
101541,672,2011
101569,14116,2011
101587,13742,2011
101602,5314,2011
101648,988,2011
101675,3908,2011
101693,3996,2011
101709,6948,2011
101736,12108,2011
101879,17382,2011
101897,9294,2011
101912,4200,2011
101949,4342,2011
101958,302,2011
101994,2148,2011
102030,11812,2011
102049,10380,2011
102058,1044,2011
102067,19456,2011
102076,6610,2011
102094,35088,2011
102234,3698,2011
102261,424,2011
102270,2290,2011
102298,1598,2011
102313,5284,2011
102368,73612,2011
102377,5970,2011
102395,2330,2011
102429,13016,2011
102553,56038,2011
102580,160,2011
102614,31158,2011
102632,13684,2011
102669,1836,2011
102711,2364,2011
102845,6694,2011
103361,5208,2011
103501,964,2011
103644,16560,2011
103723,3390,2011
103732,314,2011
103741,590,2011
103778,2828,2011
103787,228,2011
103811,3346,2011
103893,3222,2011
103909,3342,2011
103927,2528,2011
103945,666,2011
103954,234,2011
103963,5538,2011
104090,6064,2011
104151,158548,2011
104160,26688,2011
104179,85558,2011
104188,660,2011
104294,746,2011
104346,29292,2011
104364,2766,2011
104391,244,2011
104425,32384,2011
104434,152,2011
104443,582,2011
104504,636,2011
104531,5508,2011
104568,748,2011
104577,20852,2011
104586,3692,2011
104665,64,2011
104708,65924,2011
104717,131018,2011
104805,6822,2011
104911,898,2011
104984,974,2011
105118,1672,2011
105127,424,2011
105145,26532,2011
105154,83672,2011
105163,1836,2011
105172,2722,2011
105206,19116,2011
105215,8910,2011
105297,6242,2011
105330,57122,2011
105349,16108,2011
105367,5306,2011
105428,42784,2011
105482,410,2011
105516,16552,2011
105525,113832,2011
105534,5694,2011
105543,3712,2011
105589,3052,2011
105659,2154,2011
105668,115492,2011
105677,140,2011
105701,232,2011
105747,35404,2011
105792,20372,2011
105899,1028,2011
105987,1880,2011
106041,8704,2011
106102,9922,2011
106111,770,2011
106148,25946,2011
106245,33446,2011
106263,6418,2011
106281,186,2011
106306,2796,2011
106315,146,2011
106324,148,2011
106342,1380,2011
106351,320,2011
106360,134,2011
106397,49118,2011
106412,7622,2011
106449,13946,2011
106458,35182,2011
106467,23566,2011
